version,name,fid,n,n_null,nan_pct
27.5.7a32.dev1,Harmonics_phase_4,1,4959853,2167201,43.69486353728629
27.5.7a32.dev1,Harmonics_phase_4,2,4959853,2202915,44.41492520040413
27.5.7a32.dev1,Harmonics_phase_5,1,4959853,2167201,43.69486353728629
27.5.7a32.dev1,Harmonics_phase_5,2,4959853,2202915,44.41492520040413
27.5.7a32.dev1,Harmonics_phase_6,1,4959853,2167201,43.69486353728629
27.5.7a32.dev1,Harmonics_phase_6,2,4959853,2202915,44.41492520040413
27.5.7a32.dev1,Harmonics_phase_7,1,4959853,2167201,43.69486353728629
27.5.7a32.dev1,Harmonics_phase_7,2,4959853,2202915,44.41492520040413
27.5.7a32.dev1,IAR_phi,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,IAR_phi,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,last_brightness_before_band,1,4961702,4275499,86.17000779168116
27.5.7a32.dev1,last_brightness_before_band,2,4961702,4204536,84.73979291783344
27.5.7a32.dev1,LinearTrend,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,LinearTrend,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,max_brightness_after_band,1,4961702,705095,14.210748650362316
27.5.7a32.dev1,max_brightness_after_band,2,4961702,646590,13.03161697336922
27.5.7a32.dev1,max_brightness_before_band,1,4961702,4275499,86.17000779168116
27.5.7a32.dev1,max_brightness_before_band,2,4961702,4204536,84.73979291783344
27.5.7a32.dev1,MaxSlope,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,MaxSlope,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,Mean,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Mean,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,mean_chinr,12,4961702,140439,2.830460192893487
27.5.7a32.dev1,mean_distnr,12,4961702,136066,2.7423251134388966
27.5.7a32.dev1,mean_sharpnr,12,4961702,140439,2.830460192893487
27.5.7a32.dev1,Meanvariance,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Meanvariance,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,MedianAbsDev,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,MedianAbsDev,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,median_brightness_after_band,1,4961702,705095,14.210748650362316
27.5.7a32.dev1,median_brightness_after_band,2,4961702,646590,13.03161697336922
27.5.7a32.dev1,median_brightness_before_band,1,4961702,4275499,86.17000779168116
27.5.7a32.dev1,median_brightness_before_band,2,4961702,4204536,84.73979291783344
27.5.7a32.dev1,MedianBRP,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,MedianBRP,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,MHPS_high,1,4959853,3699498,74.58886382318185
27.5.7a32.dev1,MHPS_high,2,4959853,3647533,73.54115132041211
27.5.7a32.dev1,MHPS_high_30,1,4961702,3700251,74.5762442000749
27.5.7a32.dev1,MHPS_high_30,2,4961702,3648487,73.53297316122573
27.5.7a32.dev1,MHPS_low,1,4959853,3699498,74.58886382318185
27.5.7a32.dev1,MHPS_low,2,4959853,3647533,73.54115132041211
27.5.7a32.dev1,MHPS_low_365,1,4961702,3700251,74.5762442000749
27.5.7a32.dev1,MHPS_low_365,2,4961702,3648487,73.53297316122573
27.5.7a32.dev1,MHPS_non_zero,1,4959853,3699498,74.58886382318185
27.5.7a32.dev1,MHPS_non_zero,2,4959853,3647533,73.54115132041211
27.5.7a32.dev1,MHPS_PN_flag,1,4959853,3699498,74.58886382318185
