oid,flat_base,flat_abl,top_base,top_abl
ZTF19aauejos,SNIa,SNIa,Transient,Transient
ZTF19aaueolk,YSO,YSO,Periodic,Stochastic
ZTF19aaueseh,LPV,YSO,Periodic,Stochastic
ZTF19aaufbck,LPV,YSO,Periodic,Stochastic
ZTF19aauurht,CV/Nova,CV/Nova,Transient,Transient
ZTF19aauutpu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aauyurg,LPV,YSO,Periodic,Periodic
ZTF19aauyvkr,LPV,YSO,Periodic,Stochastic
ZTF19aauyvrt,LPV,LPV,Periodic,Periodic
ZTF19aauywai,LPV,YSO,Periodic,Stochastic
ZTF19aauywbn,LPV,CV/Nova,Periodic,Stochastic
ZTF19aavaiha,EA,YSO,Periodic,Stochastic
ZTF19aavefcq,Periodic-Other,EA,Periodic,Periodic
ZTF19aavhlyq,YSO,CV/Nova,Stochastic,Stochastic
ZTF19aavitjc,RSCVn,YSO,Periodic,Stochastic
ZTF19aavotur,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aavpwai,YSO,YSO,Periodic,Stochastic
ZTF19aavpzdz,LPV,YSO,Periodic,Stochastic
ZTF19aavrdky,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aavtqca,LPV,YSO,Periodic,Stochastic
ZTF19aavvfrb,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aavvfvr,RSCVn,YSO,Periodic,Stochastic
ZTF19aavvleo,CEP,CEP,Periodic,Periodic
ZTF19aavvogl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aavvvkt,YSO,YSO,Stochastic,Stochastic
ZTF19aavxsdx,AGN,SNIIn,Stochastic,Transient
ZTF19aawbibj,RSCVn,YSO,Periodic,Stochastic
ZTF19aawcbge,LPV,YSO,Periodic,Stochastic
ZTF19aawcfsz,LPV,CV/Nova,Periodic,Periodic
ZTF19aawcftu,LPV,YSO,Periodic,Stochastic
ZTF19aawcfvd,LPV,YSO,Periodic,Stochastic
ZTF19aawcfvg,LPV,YSO,Periodic,Stochastic
ZTF19aawfwto,RSCVn,Microlensing,Periodic,Stochastic
ZTF19aawjntl,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aawlaau,LPV,YSO,Periodic,Stochastic
ZTF19aawldaz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aawlebi,EB/EW,CV/Nova,Periodic,Periodic
ZTF19aawnatm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aawnijy,LPV,LPV,Periodic,Periodic
ZTF19aawpqst,EA,EA,Periodic,Periodic
ZTF19aawqftk,LPV,YSO,Periodic,Stochastic
ZTF19aawqgia,LPV,YSO,Periodic,Stochastic
ZTF19aawqhvw,LPV,CV/Nova,Periodic,Stochastic
ZTF19aawqrii,LPV,CV/Nova,Periodic,Stochastic
ZTF19aawrlel,Periodic-Other,YSO,Periodic,Periodic
ZTF19aawsjuq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aawyygw,LPV,YSO,Periodic,Stochastic
ZTF19aawzlbw,LPV,CV/Nova,Periodic,Stochastic
ZTF19aawzlps,LPV,YSO,Periodic,Stochastic
ZTF19aaxaiih,LPV,YSO,Periodic,Stochastic
ZTF19aaxcldw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaxdizi,RSCVn,Microlensing,Periodic,Stochastic
ZTF19aaxfrhq,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aaxhktx,YSO,CV/Nova,Periodic,Stochastic
ZTF19aaxhzao,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaximwq,YSO,Microlensing,Periodic,Stochastic
ZTF19aaxioal,YSO,CV/Nova,Periodic,Stochastic
ZTF19aaxkgly,LPV,CEP,Periodic,Periodic
ZTF19aaxmlol,LPV,YSO,Periodic,Stochastic
ZTF19aaxnrut,LPV,YSO,Periodic,Stochastic
ZTF19aaxnxoz,YSO,CV/Nova,Periodic,Stochastic
ZTF19aaybljy,YSO,YSO,Periodic,Stochastic
ZTF19aaybnck,LPV,YSO,Periodic,Stochastic
ZTF19aaycwgi,RRLc,RRLc,Periodic,Periodic
ZTF19aaydvmv,YSO,YSO,Periodic,Stochastic
ZTF19aaydwqv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aayefpm,RRLab,RRLab,Periodic,Periodic
ZTF19aayeodx,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aayhgqs,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aayjllm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaylqet,LPV,YSO,Periodic,Stochastic
ZTF19aaynaxn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaynhwn,LPV,CV/Nova,Periodic,Periodic
ZTF19aayrdbj,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aayucrb,RSCVn,YSO,Periodic,Stochastic
ZTF19aayuoas,EB/EW,EB/EW,Periodic,Periodic
ZTF19aayupyo,LPV,CV/Nova,Periodic,Periodic
ZTF19aayxtps,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aayxvla,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aayymvh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aayzfue,RSCVn,YSO,Periodic,Stochastic
ZTF19aayzneo,TDE,TDE,Transient,Transient
ZTF19aazajkh,RSCVn,YSO,Periodic,Stochastic
ZTF19aazbfys,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aazbppw,YSO,YSO,Periodic,Periodic
ZTF19aazdwym,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aazdzbg,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aazeusg,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aazexjj,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aazgrpr,LPV,YSO,Periodic,Stochastic
ZTF19aazgufp,LPV,YSO,Periodic,Stochastic
ZTF19aazgvog,LPV,CV/Nova,Periodic,Stochastic
ZTF19aazhjyo,LPV,CV/Nova,Periodic,Stochastic
ZTF19aazhljh,EB/EW,RRLc,Periodic,Periodic
ZTF19aazhlmy,LPV,CV/Nova,Periodic,Stochastic
ZTF19aazhmhs,LPV,LPV,Periodic,Periodic
ZTF19aazhnag,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aazhprv,LPV,YSO,Periodic,Stochastic
ZTF19aazhwyj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aazkgfr,CV/Nova,CV/Nova,Transient,Transient
ZTF19aazmpkd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aazqltu,YSO,YSO,Periodic,Stochastic
ZTF19aazsitv,RSCVn,YSO,Periodic,Stochastic
ZTF19aazumdt,LPV,YSO,Periodic,Stochastic
ZTF19aazwjsy,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aazwqma,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abadups,EA,YSO,Periodic,Periodic
ZTF19abadvsq,LPV,YSO,Periodic,Stochastic
ZTF19abaecwj,LPV,YSO,Periodic,Stochastic
ZTF19abafwhe,YSO,CV/Nova,Stochastic,Stochastic
ZTF19abagfla,LPV,YSO,Periodic,Stochastic
ZTF19abagjfj,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abagkrv,LPV,CV/Nova,Periodic,Stochastic
ZTF19abagmga,YSO,CV/Nova,Periodic,Stochastic
ZTF19abagqas,LPV,YSO,Periodic,Stochastic
ZTF19abagtbn,LPV,YSO,Periodic,Stochastic
ZTF19abagthd,LPV,YSO,Periodic,Stochastic
ZTF19abahjhd,RSCVn,RSCVn,Periodic,Periodic
ZTF19abaivjt,RSCVn,YSO,Periodic,Stochastic
ZTF19abajtrv,RSCVn,YSO,Periodic,Stochastic
ZTF19abajwsw,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abamftx,RSCVn,YSO,Periodic,Stochastic
ZTF19abamhxh,EA,EA,Periodic,Periodic
ZTF19abamtdc,RRLab,RRLab,Periodic,Periodic
ZTF19abanzac,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abayyos,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abbagrm,LPV,YSO,Periodic,Stochastic
ZTF19abbgcjb,EA,CV/Nova,Periodic,Periodic
ZTF19abbgmek,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abbiape,CEP,CV/Nova,Periodic,Stochastic
ZTF19abbidyf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abbjatq,CV/Nova,CV/Nova,Periodic,Transient
ZTF19abbjvkg,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abbjvku,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abbkqva,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abbldvi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abblvwi,CV/Nova,CV/Nova,Periodic,Transient
ZTF19abbmoyc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abbmzhr,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abbnahr,CV/Nova,CV/Nova,Periodic,Transient
ZTF19abbppgp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abbpzmx,EB/EW,CV/Nova,Periodic,Stochastic
ZTF19abbqqha,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abbquhm,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19abbrmes,Periodic-Other,EA,Periodic,Periodic
ZTF19abbtvxt,LPV,YSO,Periodic,Stochastic
ZTF19abbvopu,EA,EA,Periodic,Periodic
ZTF19abbvrhg,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abbwmlh,Periodic-Other,YSO,Periodic,Periodic
ZTF19abcakyt,RSCVn,YSO,Periodic,Periodic
ZTF19abcdxvu,LPV,LPV,Periodic,Periodic
ZTF19abcenib,RSCVn,YSO,Periodic,Periodic
ZTF19abcfgzq,RRLab,RRLc,Periodic,Periodic
ZTF19abcgmeu,LPV,CV/Nova,Periodic,Stochastic
ZTF19abclyfg,CV/Nova,CV/Nova,Stochastic,Transient
ZTF19abcpiqo,LPV,YSO,Periodic,Stochastic
ZTF19abcpiqs,LPV,CV/Nova,Periodic,Periodic
ZTF19abcpphg,LPV,YSO,Periodic,Periodic
ZTF19abcprng,LPV,LPV,Periodic,Periodic
ZTF19abcpsrh,LPV,LPV,Periodic,Stochastic
ZTF19abcpucl,YSO,CV/Nova,Periodic,Stochastic
ZTF19abcqcru,LPV,CV/Nova,Periodic,Stochastic
ZTF19abcqdxa,LPV,YSO,Periodic,Stochastic
ZTF19abcqhdr,LPV,YSO,Periodic,Stochastic
ZTF19abcqjwp,LPV,YSO,Periodic,Stochastic
ZTF19abcqkjl,LPV,YSO,Periodic,Stochastic
ZTF19abcqqcg,LPV,CEP,Periodic,Periodic
ZTF19abcqszk,LPV,YSO,Periodic,Stochastic
ZTF19abcqvju,LPV,YSO,Periodic,Stochastic
ZTF19abcqzrn,LPV,CV/Nova,Periodic,Transient
ZTF19abcrbwh,LPV,YSO,Periodic,Periodic
ZTF19abcrknf,YSO,YSO,Periodic,Stochastic
ZTF19abcrltf,LPV,CV/Nova,Stochastic,Stochastic
ZTF19abctbkb,LPV,YSO,Periodic,Stochastic
ZTF19abcwqoa,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abcxmzl,LPV,CV/Nova,Stochastic,Stochastic
ZTF19abcxofv,LPV,CV/Nova,Periodic,Stochastic
ZTF19abcxpxe,LPV,YSO,Periodic,Stochastic
ZTF19abcxqrx,LPV,YSO,Periodic,Stochastic
ZTF19abcxxat,YSO,CV/Nova,Stochastic,Stochastic
ZTF19abcymgs,LPV,YSO,Periodic,Stochastic
ZTF19abdeyzf,LPV,CV/Nova,Periodic,Stochastic
ZTF19abdfugy,LPV,YSO,Periodic,Stochastic
ZTF19abdgvlk,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abdhajm,LPV,LPV,Periodic,Periodic
ZTF19abdhpyw,YSO,YSO,Periodic,Stochastic
ZTF19abdjxls,RRLc,RRLc,Periodic,Periodic
ZTF19abdkize,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abdockd,RSCVn,YSO,Periodic,Stochastic
ZTF19abdqpvz,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abdxjxe,EB/EW,EB/EW,Periodic,Periodic
ZTF19abdyxnu,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abeeuak,LPV,CV/Nova,Periodic,Periodic
ZTF19abehtoc,AGN,TDE,Stochastic,Stochastic
ZTF19abeopbb,CEP,YSO,Periodic,Stochastic
ZTF19abeqiqd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abeugzd,Microlensing,Microlensing,Periodic,Stochastic
ZTF19abfbqji,YSO,YSO,Periodic,Stochastic
ZTF19abfeiks,LPV,CV/Nova,Periodic,Stochastic
ZTF19abfekgl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abffndc,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abffoao,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abfhqjn,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abfjtsi,LPV,YSO,Periodic,Stochastic
ZTF19abfkgus,LPV,YSO,Periodic,Stochastic
ZTF19abfkohn,LPV,YSO,Periodic,Periodic
ZTF19abfliyc,LPV,YSO,Periodic,Periodic
ZTF19abfltyo,LPV,YSO,Periodic,Stochastic
ZTF19abfxiwm,LPV,YSO,Periodic,Periodic
ZTF19abfxjjq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abfzbvf,LPV,CV/Nova,Periodic,Stochastic
ZTF19abgbzva,LPV,CV/Nova,Periodic,Stochastic
ZTF19abgdvjh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abghywi,YSO,Microlensing,Stochastic,Stochastic
ZTF19abgnjwk,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abgpvpb,LPV,YSO,Periodic,Stochastic
ZTF19abgpymk,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abgqeij,CEP,YSO,Periodic,Periodic
ZTF19abgralp,EA,YSO,Periodic,Stochastic
ZTF19abgvydb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abgwptn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abgxnly,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abgzpze,YSO,YSO,Stochastic,Stochastic
ZTF19abhaics,Periodic-Other,YSO,Periodic,Stochastic
ZTF19abhawhi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abhcnat,EA,Microlensing,Periodic,Stochastic
ZTF19abhddvl,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19abhfdkj,LPV,YSO,Periodic,Stochastic
ZTF19abhfepi,LPV,CV/Nova,Periodic,Stochastic
ZTF19abhfgsr,LPV,YSO,Periodic,Stochastic
ZTF19abhfukh,LPV,YSO,Periodic,Stochastic
ZTF19abhgbyh,YSO,CV/Nova,Stochastic,Stochastic
ZTF19abhggpj,LPV,YSO,Periodic,Periodic
ZTF19abhghpk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abhgrla,LPV,Microlensing,Periodic,Stochastic
ZTF19abhlist,LPV,YSO,Periodic,Stochastic
ZTF19abhmarc,LPV,CV/Nova,Periodic,Stochastic
ZTF19abhosix,LPV,YSO,Periodic,Stochastic
ZTF19abhplgg,RSCVn,YSO,Periodic,Stochastic
ZTF19abhqxhg,Periodic-Other,YSO,Periodic,Periodic
ZTF19abhrctv,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19abhstfc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abhtmmh,CV/Nova,CV/Nova,Periodic,Transient
ZTF19abhtmpa,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19abhtuev,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abhydrd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abhzano,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19abiaeyg,RSCVn,YSO,Periodic,Stochastic
ZTF19abicaxh,LPV,YSO,Periodic,Stochastic
ZTF19abicjod,LPV,LPV,Periodic,Periodic
ZTF19abigfhc,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19abigjbe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abijpzb,LPV,YSO,Periodic,Stochastic
ZTF19abikcpe,LPV,YSO,Periodic,Stochastic
ZTF19abiklyk,LPV,YSO,Periodic,Stochastic
ZTF19abimfcq,EA,EA,Periodic,Periodic
ZTF19abisyyu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abiunhq,RSCVn,YSO,Periodic,Stochastic
ZTF19abiuukf,LPV,YSO,Periodic,Stochastic
ZTF19abjbcrj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abjfdbe,EA,CV/Nova,Periodic,Transient
ZTF19abjfhxp,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abjgsdv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abjilcg,LPV,CV/Nova,Periodic,Stochastic
ZTF19abjirrq,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abjjxcz,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19abjlajw,YSO,YSO,Periodic,Stochastic
ZTF19abjnctt,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abjpbai,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abjsxfu,LPV,CV/Nova,Periodic,Stochastic
ZTF19abjtlgo,RRLab,CV/Nova,Periodic,Periodic
ZTF19abjvgaq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abjvonc,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abjykrr,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abjyoys,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abjzwji,YSO,YSO,Stochastic,Periodic
ZTF19abkfzuh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abkhgjn,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abkisab,AGN,CV/Nova,Stochastic,Stochastic
ZTF19abkjgqg,RSCVn,CV/Nova,Periodic,Periodic
ZTF19abklbzq,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19abkleez,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abkmedt,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abkmjct,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19abknnkr,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abknxgn,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abkpuwg,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19abktwdk,YSO,YSO,Periodic,Stochastic
ZTF19ablbnbp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19ablccqi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19ablcjgc,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19ablicwo,YSO,YSO,Stochastic,Stochastic
ZTF19ablijfr,LPV,YSO,Periodic,Stochastic
ZTF19abliypd,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19ablnbip,YSO,Microlensing,Periodic,Stochastic
ZTF19abltcrh,LPV,CV/Nova,Periodic,Stochastic
ZTF19abltcvc,LPV,YSO,Periodic,Stochastic
ZTF19abltrji,LPV,YSO,Periodic,Stochastic
ZTF19ablttmt,YSO,YSO,Periodic,Periodic
ZTF19ablwgiq,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19ablzhxd,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abmahhv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abmajlq,EA,CV/Nova,Periodic,Periodic
ZTF19abmfjna,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abmhgci,YSO,CV/Nova,Periodic,Stochastic
ZTF19abmijpi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abmikpr,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abmmqub,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abmpahy,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abmqgos,LPV,YSO,Periodic,Periodic
ZTF19abmqpxu,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abmrlmr,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abmrpwh,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abmryvu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abmryya,YSO,YSO,Periodic,Stochastic
ZTF19abmsbwu,Periodic-Other,EA,Periodic,Periodic
ZTF19abmsdve,RSCVn,YSO,Periodic,Periodic
ZTF19abmshjv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abmudlq,Periodic-Other,EA,Periodic,Periodic
ZTF19abmxedd,YSO,CV/Nova,Periodic,Stochastic
ZTF19abnawob,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abnbpny,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abnbwsr,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19abnclja,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abnemxf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abnerlk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abneytj,RSCVn,YSO,Periodic,Periodic
ZTF19abnfvhj,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19abnfxlq,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abngcrx,RRLab,CV/Nova,Periodic,Periodic
ZTF19abngidu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abngyju,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abnhbkv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abnhbtf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abnkvbe,QSO,CV/Nova,Stochastic,Stochastic
ZTF19abnmaeu,LPV,YSO,Periodic,Stochastic
ZTF19abntrdf,RSCVn,CV/Nova,Periodic,Periodic
ZTF19abnvngf,LPV,CV/Nova,Periodic,Stochastic
ZTF19abnwdnp,LPV,CV/Nova,Periodic,Stochastic
ZTF19abnwnuy,EA,CV/Nova,Periodic,Stochastic
ZTF19abnxoke,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aboaheh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abobnhp,Periodic-Other,EA,Periodic,Periodic
ZTF19abodxan,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abohcnt,RSCVn,Microlensing,Periodic,Stochastic
ZTF19abojbmz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abokewk,LPV,YSO,Periodic,Stochastic
ZTF19abolpvd,RSCVn,Microlensing,Periodic,Stochastic
ZTF19abortra,LPV,CV/Nova,Periodic,Periodic
ZTF19abosgfk,EA,EA,Periodic,Periodic
ZTF19abottdw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abpnaxz,LPV,YSO,Periodic,Periodic
ZTF19abpnlpe,YSO,YSO,Periodic,Stochastic
ZTF19abpozxe,CEP,CV/Nova,Periodic,Periodic
ZTF19abpwcmc,DSCT,CV/Nova,Periodic,Stochastic
ZTF19abpzpak,LPV,YSO,Periodic,Stochastic
ZTF19abpzsjt,YSO,YSO,Stochastic,Stochastic
ZTF19abqgsmt,EB/EW,EB/EW,Periodic,Periodic
ZTF19abqgsnr,Periodic-Other,YSO,Periodic,Stochastic
ZTF19abqgxsq,RSCVn,YSO,Periodic,Stochastic
ZTF19abqobnd,RSCVn,YSO,Periodic,Stochastic
ZTF19abqorwb,LPV,CV/Nova,Periodic,Stochastic
ZTF19abqwchf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abqxywc,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19abqycoy,Blazar,CV/Nova,Stochastic,Stochastic
ZTF19abradrr,Periodic-Other,EB/EW,Periodic,Periodic
ZTF19abrkghp,RSCVn,YSO,Periodic,Periodic
ZTF19abrlcvd,YSO,YSO,Periodic,Stochastic
ZTF19abrmzdr,RSCVn,YSO,Periodic,Periodic
ZTF19abrquwk,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19abruxsf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abrwxcw,LPV,YSO,Periodic,Stochastic
ZTF19abrzbvl,RSCVn,YSO,Periodic,Periodic
ZTF19abrzwvw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19absccbx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abseflz,RSCVn,CV/Nova,Periodic,Periodic
ZTF19absekwh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19absewzq,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19absfmld,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19absijtx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absjrbs,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abskidn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abslgwi,Periodic-Other,YSO,Periodic,Periodic
ZTF19absmlqc,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19absnooe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19absowcz,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19absppqc,CV/Nova,SNII,Periodic,Transient
ZTF19absprlr,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abspuhb,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19absqhvi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absqqwb,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19absqtid,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absqtza,RSCVn,YSO,Periodic,Stochastic
ZTF19absrbyv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abstlxg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abstxqt,CV/Nova,CV/Nova,Periodic,Transient
ZTF19absubjq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absvizt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absxfbb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absydfp,Periodic-Other,RSCVn,Periodic,Periodic
ZTF19absyfza,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19absyjtf,EA,CV/Nova,Periodic,Periodic
ZTF19abszjpk,CV/Nova,CV/Nova,Periodic,Transient
ZTF19abszjts,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abszkpd,EB/EW,CV/Nova,Periodic,Periodic
ZTF19abtdnhd,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abtfxxg,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abtgydl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abtipkg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abtkdru,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abtkuhc,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19abtlaxn,RSCVn,YSO,Periodic,Stochastic
ZTF19abtldyu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19abtnaqq,LPV,YSO,Periodic,Periodic
ZTF19abufpip,LPV,YSO,Periodic,Stochastic
ZTF19abugiar,LPV,Microlensing,Periodic,Stochastic
ZTF19abuizee,RSCVn,Microlensing,Stochastic,Stochastic
ZTF19abujgzq,RSCVn,YSO,Periodic,Stochastic
ZTF19abumkjg,YSO,YSO,Periodic,Stochastic
ZTF19abussxl,YSO,YSO,Stochastic,Stochastic
