tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58657.22297450015,"903222973515015027",1,903222973515,20.861797,1,903,2.2244723,18.787125,"","",18.6157,"",0.068662316,"","",0.0602,"",247.7631725,41.1539651,0.9142857,"t17_f5_c3",0.99998236,18.5554,0.0722,722120135,false,false,false,"","bulk_1.0.0",0,906201554615015000
"ztf",58657.24384259991,"903243844615015005",1,903243844615,20.696665,1,903,3.3685179,18.873413,"","",18.8962,"",0.09662637,"","",0.0805,"",247.7632204,41.1539436,0.95428574,"t17_f5_c3",1,18.7985,0.0937,723120146,false,false,false,"","bulk_1.0.0",0,903372814615015000
"ztf",58657.26326389983,"903263263515015020",2,903263263515,20.646095,1,903,3.6137996,18.486973,"","",18.3291,"",0.074573375,"","",0.0575,"",247.7631659,41.1539353,0.93857145,"t17_f5_c3",0.9999999,18.1961,0.065,722120235,false,false,false,"","bulk_1.0.0",0,903372814615015000
"ztf",58657.37281250022,"903372814615015001",2,903372814615,20.030739,1,903,2.6847997,18.455172,"","",18.3791,"",0.09776148,"","",0.0799,"",247.7632224,41.1539496,0.8857143,"t17_f5_c3",0.9999999,18.3994,0.1042,723120246,false,false,false,"","bulk_1.0.0",0,921309144615015000
"ztf",58660.20108800009,"906201083515015024",1,906201083515,20.991325,1,906,2.2633348,18.91929,"","",18.7265,"",0.07601838,"","",0.0612,"",247.7631738,41.1539527,0.9057143,"t17_f5_c3",0.99925727,18.6498,0.0722,722120135,false,false,false,"","bulk_1.0.0",0,921309144615015000
"ztf",58660.201550900005,"906201554615015011",1,906201554615,20.93104,1,906,3.3058202,18.9713,"","",18.8912,"",0.08271765,"","",0.0742,"",247.7632084,41.153966,0.9685714,"t17_f5_c3",1,18.7394,0.0822,723120146,false,false,false,"","bulk_1.0.0",0,921309144615015000
"ztf",58660.245034699794,"906245033515015022",2,906245033515,20.914112,1,906,3.5729773,18.489836,"","",18.5067,"",0.05878826,"","",0.0626,"",247.7631837,41.1539622,0.9557143,"t17_f5_c3",0.9999996,18.4409,0.0751,722120235,false,false,false,"","bulk_1.0.0",0,921309144615015000
"ztf",58663.31223380007,"909312233515015019",2,909312233515,20.688343,1,909,3.6046543,18.53804,"","",18.4799,"",0.0765468,"","",0.069,"",247.7631769,41.1539647,0.9628571,"t17_f5_c3",0.99999976,18.4474,0.0855,722120235,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58663.32052080007,"909320524615015004",2,909320524615,20.558365,1,909,2.7379012,18.593834,"","",18.4145,"",0.093878336,"","",0.0691,"",247.7632119,41.1539287,0.9242857,"t17_f5_c3",1,18.3232,0.0812,723120246,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58666.24936340004,"912249363515015027",1,912249363515,20.862568,1,912,2.3015974,19.02444,"","",18.8412,"",0.1000444,"","",0.0737,"",247.7631875,41.1539435,0.88285714,"t17_f5_c3",0.9980561,18.7948,0.0898,722120135,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58666.26361110015,"912263613515015026",2,912263613515,20.811382,1,912,3.5919607,18.5614,"","",18.5667,"",0.05312171,"","",0.0702,"",247.7631762,41.1539529,0.95857143,"t17_f5_c3",1,18.5385,0.0874,722120235,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58666.26641200017,"912266414615015007",2,912266414615,20.74463,1,912,2.5981674,18.642622,"","",18.6055,"",0.085714966,"","",0.0757,"",247.7632203,41.153969,0.9071429,"t17_f5_c3",0.9999995,18.6505,0.1008,723120246,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58669.31837960007,"915318373515015036",2,915318373515,20.75478,1,915,3.5995638,18.561192,"","",18.5778,"",0.081508964,"","",0.0732,"",247.7631748,41.1539496,0.95857143,"t17_f5_c3",1,18.5177,0.0886,722120235,false,false,false,"","bulk_1.0.0",0,921309144615015000
"ztf",58669.32023150008,"915320234615015007",2,915320234615,20.677557,1,915,2.5187128,18.617847,"","",18.66,"",0.08651213,"","",0.0826,"",247.763163,41.1539852,0.82857144,"t17_f5_c3",0.9996407,18.6081,0.1009,723120246,false,false,false,"","bulk_1.0.0",0,921309144615015000
"ztf",58672.216250000056,"918216243515015031",2,918216243515,20.655848,1,918,3.598855,18.546255,"","",18.5255,"",0.06881611,"","",0.0727,"",247.7631791,41.1539611,0.9614286,"t17_f5_c3",0.99998623,18.3898,0.0823,722120235,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58672.21996530006,"918219964615015003",2,918219964615,20.491756,1,918,2.60011,18.675978,"","",18.9962,"",0.093317784,"","",0.1194,"",247.7631779,41.1539613,0.9185714,"t17_f5_c3",1,19.1888,0.1826,723120246,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58672.31207180023,"918312073515015022",1,918312073515,20.936913,1,918,2.2178295,19.2693,"","",19.1031,"",0.10083985,"","",0.0878,"",247.7631731,41.1539684,0.93142855,"t17_f5_c3",0.9999267,19.0849,0.1098,722120135,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58672.31253470015,"918312534615015009",1,918312534615,20.906906,1,918,3.3121507,19.219542,"","",19.427,"",0.12274705,"","",0.1216,"",247.7632002,41.1539741,0.9614286,"t17_f5_c3",0.9999963,19.3851,0.1494,723120146,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58675.239687500056,"921239683515015026",2,921239683515,20.368113,1,921,3.528947,18.612793,"","",18.7684,"",0.08777891,"","",0.1142,"",247.7632022,41.1539669,0.93857145,"t17_f5_c3",0.9999887,18.6109,0.1269,722120235,false,false,false,"","bulk_1.0.0",0,921256244615015000
"ztf",58675.25625000009,"921256244615015000",2,921256244615,20.369686,1,921,2.665822,18.699186,"","",18.6341,"",0.088024594,"","",0.1034,"",247.763185,41.1539459,0.95285714,"t17_f5_c3",1,18.7362,0.1456,723120246,false,false,false,"","bulk_1.0.0",0,949196774615015000
"ztf",58675.30914349994,"921309144615015000",1,921309144615,20.117697,1,921,3.3095977,19.324474,"","",19.3132,"",0.15326978,"","",0.1839,"",247.7632281,41.153959,0.81142855,"t17_f5_c3",0.99999833,19.2938,0.2317,723120146,false,false,false,"","bulk_1.0.0",0,949196774615015000
"ztf",58675.32033560006,"921320333515015019",1,921320333515,20.17814,1,921,2.4090955,19.238638,"","",19.2353,"",0.11424554,"","",0.173,"",247.763225,41.1539192,0.95428574,"t17_f5_c3",0.999997,19.4233,0.2634,722120135,false,false,false,"","bulk_1.0.0",0,949196774615015000
"ztf",58678.1996065001,"924199604615015003",2,924199604615,19.98762,1,924,2.6070783,18.640705,"","",18.702,"",0.09413927,"","",0.1326,"",247.763221,41.153969,0.77428573,"t17_f5_c3",0.9998678,18.7424,0.1765,723120246,false,false,false,"","bulk_1.0.0",0,949196774615015000
"ztf",58678.22649310017,"924226493515015014",2,924226493515,20.150965,1,924,3.5879238,18.538067,"","",18.6178,"",0.079103634,"","",0.1158,"",247.7631909,41.1539941,0.95,"t17_f5_c3",0.99999964,18.6674,0.1555,722120235,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58678.273888899945,"924273883515015004",1,924273883515,19.763998,1,924,2.3603058,19.282585,"","",19.4921,"",0.19430457,"","",0.299,"",247.7631623,41.1539231,0.7285714,"t17_f5_c3",0.99975145,19.633,0.4371,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58678.28365739994,"924283654615015004",1,924283654615,19.897127,1,924,3.3480282,19.375336,"","",19.4832,"",0.15799735,"","",0.2789,"",247.7631792,41.1539595,0.91714287,"t17_f5_c3",0.99993455,19.3642,0.3209,723120146,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58681.17737270007,"927177373515015006",1,927177373515,19.745554,1,927,2.1439722,19.355568,"","",19.1918,"",0.14969902,"","",0.2353,"",247.7631152,41.1539771,0.9,"t17_f5_c3",0.9999709,18.969,0.2463,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58681.181539400015,"927181534615015011",1,927181534615,19.791626,1,927,3.1767073,19.459549,"","",19.3854,"",0.18767576,"","",0.2747,"",247.7632366,41.1539976,0.87,"t17_f5_c3",0.9999776,19.5922,0.4263,723120146,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58681.26540509984,"927265404615015001",2,927265404615,19.658339,1,927,2.6295543,18.656206,"","",18.6722,"",0.097855434,"","",0.1468,"",247.7631997,41.1539585,0.9185714,"t17_f5_c3",1,18.8764,0.2272,723120246,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58681.26587959984,"927265873515015005",2,927265873515,19.817928,1,927,3.6270459,18.653954,"","",19.0352,"",0.09853177,"","",0.1976,"",247.7631602,41.1539378,0.94142854,"t17_f5_c3",0.9999986,19.2265,0.3025,722120235,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58684.18124999991,"930181253515015029",2,930181253515,20.732166,1,930,3.5766075,18.598446,"","",18.5676,"",0.06643543,"","",0.0748,"",247.7631901,41.1539645,0.95857143,"t17_f5_c3",0.99999976,18.6897,0.1067,722120235,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58684.19737270009,"930197374615015018",1,930197374615,20.834146,1,930,3.2636201,19.423761,"","",19.804,"",0.12285356,"","",0.1816,"",247.7631941,41.1539862,0.81714284,"t17_f5_c3",0.9999956,19.8277,0.2374,723120146,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58684.199224499986,"930199223515015027",1,930199223515,20.812782,1,930,2.26749,19.43319,"","",19.4661,"",0.13357787,"","",0.1312,"",247.7631912,41.1539523,0.8414286,"t17_f5_c3",0.99996746,19.4237,0.1616,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58688.20503470022,"934205033515015027",1,934205033515,20.798365,1,934,2.2109423,19.533995,"","",19.4505,"",0.12523323,"","",0.1343,"",247.7631696,41.1539671,0.9142857,"t17_f5_c3",0.99999976,19.5883,0.1946,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58691.20692129992,"937206923515015025",2,937206923515,20.754093,1,937,3.6393018,18.626137,"","",18.7783,"",0.06557544,"","",0.0886,"",247.7631658,41.1539698,0.95428574,"t17_f5_c3",1,18.6915,0.1048,722120235,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58691.2158102002,"937215813515015016",1,937215813515,20.824686,1,937,2.2697034,19.470358,"","",19.3804,"",0.124230474,"","",0.1229,"",247.7631854,41.1539519,0.9185714,"t17_f5_c3",0.99961364,19.3602,0.1541,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58691.216273100115,"937216274615015003",1,937216274615,20.769888,1,937,3.417072,19.628038,"","",19.7078,"",0.13798407,"","",0.1615,"",247.7631826,41.1539405,0.70285714,"t17_f5_c3",0.9999987,19.6316,0.1926,723120146,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58694.22225689981,"940222254615015009",1,940222254615,20.692612,1,940,3.2223413,19.557158,"","",19.5252,"",0.13272049,"","",0.1538,"",247.7632031,41.1540003,0.93,"t17_f5_c3",0.99999976,19.6963,0.2298,723120146,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58694.22273149993,"940222733515015033",1,940222733515,20.737968,1,940,2.3030846,19.465788,"","",19.2052,"",0.119005255,"","",0.1123,"",247.763168,41.1539393,0.7057143,"t17_f5_c3",0.9999665,19.1682,0.1386,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58697.174097199924,"943174093515015042",2,943174093515,20.734373,1,943,3.6122043,18.654963,"","",18.6767,"",0.08068203,"","",0.0818,"",247.7631773,41.1539698,0.94857144,"t17_f5_c3",0.9999962,18.6556,0.1026,722120235,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58697.19715279993,"943197154615015015",1,943197154615,20.754032,1,943,3.2787044,19.536524,"","",19.7054,"",0.17185101,"","",0.1729,"",247.7632155,41.1539725,0.80714285,"t17_f5_c3",0.9998995,19.6159,0.2038,723120146,false,false,false,"","bulk_1.0.0",0,946180553515015000
"ztf",58697.19761569984,"943197613515015040",1,943197613515,20.809977,1,943,2.197852,19.566399,"","",19.2735,"",0.12250914,"","",0.1138,"",247.7631667,41.1539707,0.73571426,"t17_f5_c3",0.999994,19.3066,0.1497,722120135,false,false,false,"","bulk_1.0.0",0,946180553515015000
