tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58511.502569399774,"757502564215015007",1,757502564215,19.629,1,757,0.235212,17.0463,15.706446,"",17.0299,"",0.054869,0.011919194,0.01597295,0.0297,"",228.9326987,19.2578024,0.657143,"t15_f5_c3","",17.0244,0.0364,"",false,true,false,"","bulk_1.0.0",0,772545184215010000
"ztf",58522.51800929988,"768518004215015028",1,768518004215,20.646189,1,768,0.16038875,17.870207,15.889061,"",17.9799,"",0.0856698,0.005708641,0.01381559,0.0397,"",228.9326941,19.2578283,0.7214286,"t15_f5_c3",0,17.9846,0.0464,582120142,false,true,false,"","bulk_1.0.0",0,772545184215010000
"ztf",58526.52406249987,"772524064215015023",2,772524064215,20.142172,1,772,0.5774049,17.972225,15.839008,"",17.9217,"",0.05738353,100,0.008044525,0.0511,"",228.9327096,19.2577149,0.83428574,"t15_f5_c3",0,17.9076,0.0613,582120242,false,true,false,"","bulk_1.0.0",0,772545184215010000
"ztf",58526.54518519994,"772545184215010006",1,772545184215,20.222023,-1,772,0.471579,19.06629,16.151691,"",18.8104,"",0.16371493,100,0.0111750355,0.1066,"",228.9326009,19.2579782,0.56714284,"t15_f5_c3",0,18.6957,0.1165,582120142,false,true,false,"","bulk_1.0.0",0,789505204215015200
"ztf",58539.37192129996,"785371924215010005",2,785371924215,19.351,-1,785,0.295499,18.2815,16.145044,"",18.2882,"",0.191221,0.011893256,0.026727198,0.1424,"",228.9326125,19.2579268,0.402857,"t15_f5_c3","",18.3804,0.1968,"",false,true,false,"","bulk_1.0.0",0,789505204215015200
"ztf",58543.50520829996,"789505204215015207",1,789505204215,19.980392,1,789,0.23694469,18.079584,15.920213,"",18.072,"",0.09054138,100,0.012390779,0.0667,"",228.9326696,19.2577978,0.4557143,"t15_f5_c3",0,18.0275,0.077,582120142,false,true,false,"","bulk_1.0.0",0,793416574215015000
"ztf",58543.50520829996,"789505204215025207",1,789505204215,19.9804,1,789,0.236945,18.0796,15.920215,"",18.072,"",0.090541,100,0.012390577,0.0667,"",228.9326696,19.2577978,0.455714,"t15_f5_c3","",18.0275,0.077,"",false,true,false,"","bulk_1.0.0",0,802502234215020000
"ztf",58547.41657410003,"793416574215015022",1,793416574215,20.59715,1,793,0.27584606,17.744162,15.867719,"",17.6086,"",0.076581955,0.0057261554,0.013600323,0.0292,"",228.9326892,19.2577884,0.61714286,"t15_f5_c3",0,17.5828,0.0332,582120142,false,true,false,"","bulk_1.0.0",0,802502234215020000
"ztf",58556.50223380001,"802502234215020014",2,802502234215,20.091026,-1,802,0.5405129,18.336084,16.137629,"",18.3863,"",0.10611717,100,0.014008884,0.0636,"",228.9326747,19.2577199,0.74857146,"t15_f5_c3",0,18.4177,0.0792,582120242,false,true,false,"","bulk_1.0.0",0,829374094215015000
"ztf",58568.338634300046,"814338634215010000",2,814338634215,17.7164,-1,814,0.247684,17.5899,16.28941,"",17.9298,"",0.217211,0.059595536,0.06556715,0.5338,"",228.9327449,19.2579032,0.228571,"t15_f5_c3","",17.7795,0.5964,"",false,true,false,"","bulk_1.0.0",0,829374094215015000
"ztf",58580.479050899856,"826479054215010014",2,826479054215,20.219997,-1,826,0.28706136,18.350574,16.13573,"",18.2898,"",0.15713781,100,0.020433519,0.0765,"",228.9326266,19.2579434,0.2742857,"t15_f5_c3",0,18.2383,0.0901,582120242,false,true,false,"","bulk_1.0.0",0,829374094215015000
"ztf",58583.35140050016,"829351404215010028",2,829351404215,20.041468,-1,829,0.5139416,18.57234,16.109957,"",18.5043,"",0.15625039,100,0.016175864,0.083,"",228.9325669,19.2579743,0.5757143,"t15_f5_c3",0,18.4,0.0924,582120242,false,true,false,"","bulk_1.0.0",0,829374094215015000
"ztf",58583.37409720011,"829374094215015009",1,829374094215,20.341837,1,829,0.6602375,17.961521,15.903277,"",18.0979,"",0.07444884,100,0.011183054,0.0465,"",228.9326969,19.2576751,0.69142854,"t15_f5_c3",0,18.097,0.0545,582120142,false,true,false,"","bulk_1.0.0",0,838439784215015000
"ztf",58586.35658559995,"832356584215015007",2,832356584215,20.224201,1,832,0.5793588,18.185883,15.866544,"",18.125,"",0.07763889,100,0.00916946,0.0629,"",228.932756,19.2577318,0.6514286,"t15_f5_c3",0,18.101,0.0751,582120242,false,true,false,"","bulk_1.0.0",0,838439784215015000
"ztf",58592.43978009978,"838439784215015003",1,838439784215,19.10458,1,838,0.26127556,18.05418,15.916701,"",18.6254,"",0.093909055,0.0023264026,0.013113416,0.2646,"",228.932727,19.2578104,0.49857143,"t15_f5_c3",0,18.5671,0.3205,582120142,false,true,false,"","bulk_1.0.0",0,865269464215010000
"ztf",58596.33152779983,"842331524215010018",2,842331524215,19.857504,-1,842,0.33855346,18.394234,16.13018,"",18.6386,"",0.14859806,100,0.018466804,0.1245,"",228.9327027,19.2579666,0.53571427,"t15_f5_c3",0,18.6905,0.1636,582120242,false,true,false,"","bulk_1.0.0",0,865269464215010000
"ztf",58596.440266199876,"842440264215015009",1,842440264215,19.77632,1,842,0.5412791,18.564672,15.975116,"",18.7382,"",0.15100373,0.0028058959,0.013904809,0.1492,"",228.9328025,19.2577742,0.61714286,"t15_f5_c3",0,18.6313,0.1698,582120142,false,true,false,"","bulk_1.0.0",0,865269464215010000
"ztf",58612.294652800076,"858294654215015007",1,858294654215,20.9684,1,858,0.205977,17.2791,15.769224,"",17.2589,"",0.059674,0.009680035,0.014853697,0.0202,"",228.9327186,19.2578287,0.532857,"t15_f5_c3","",17.2489,0.0224,"",false,true,false,"","bulk_1.0.0",0,865269464215010000
"ztf",58616.274178199936,"862274174215010012",1,862274174215,20.000622,-1,862,0.14638734,18.647331,16.187164,"",18.4801,"",0.1431399,100,0.0148488805,0.1035,"",228.9326397,19.2578923,0.6314286,"t15_f5_c3",0,18.3312,0.1128,582120142,false,true,false,"","bulk_1.0.0",0,865269464215010000
"ztf",58616.36078700004,"862360784215015009",2,862360784215,20.260641,1,862,0.61395955,18.04115,15.848411,"",18.1084,"",0.08881785,100,0.011787044,0.0649,"",228.9326544,19.2577034,0.58428574,"t15_f5_c3",0,18.0856,0.0778,582120242,false,true,false,"","bulk_1.0.0",0,865269464215010000
"ztf",58619.269467600156,"865269464215010008",1,865269464215,18.998034,-1,865,0.3288556,18.247662,16.238478,"",18.2455,"",0.109920934,100,0.017274562,0.1661,"",228.9326293,19.2579479,0.6514286,"t15_f5_c3",0,18.3794,0.2399,582120142,false,true,false,"","bulk_1.0.0",0,878342124215010000
"ztf",58628.33115739981,"874331154215010015",2,874331154215,20.489592,-1,874,0.1147311,18.109734,16.171373,"",18.186,"",0.09630372,100,0.016154688,0.0571,"",228.9326761,19.2578424,0.91714287,"t17_f5_c3",0,18.2053,0.0704,582120242,false,true,false,"","bulk_1.0.0",0,903211454215015000
"ztf",58632.34212959977,"878342124215010018",1,878342124215,20.608093,-1,878,0.32091084,18.322906,16.227114,"",18.3428,"",0.10748298,100,0.01559633,0.0583,"",228.9325977,19.2579219,0.8742857,"t17_f5_c3",0,18.3118,0.0682,582120142,false,true,false,"","bulk_1.0.0",0,903211454215015000
"ztf",58635.21328700008,"881213284215010018",1,881213284215,20.816692,-1,881,0.052510023,18.36324,16.221384,"",18.3433,"",0.1436571,0.010355847,0.019979505,0.0525,"",228.9326563,19.2578667,0.80714285,"t17_f5_c3",0,18.3177,0.0605,582120142,false,true,false,"","bulk_1.0.0",0,909212704215010000
"ztf",58641.19087960012,"887190874215010016",1,887190874215,20.686169,-1,887,0.33564362,18.278202,16.233755,"",18.2037,"",0.18472399,0.022160392,0.028102491,0.0532,"",228.9325983,19.2579271,0.55285716,"t17_f5_c3",0,18.2398,0.0659,582120142,false,true,false,"","bulk_1.0.0",0,909212704215010000
"ztf",58647.25142360013,"893251424215010009",2,893251424215,19.8001,-1,893,0.457147,18.4477,16.123716,"",18.4226,"",0.203585,0.0047302414,0.023941534,0.1214,"",228.9325845,19.2579683,0.422857,"t17_f5_c3","",18.546,0.1717,"",false,true,false,"","bulk_1.0.0",0,909212704215010000
"ztf",58650.19219909981,"896192194215010005",1,896192194215,19.324535,-1,896,0.2996215,18.18777,16.248198,"",18.2574,"",0.13634415,0.014670168,0.022845855,0.1716,"",228.9326668,19.2579483,0.6028572,"t17_f5_c3",0,18.4703,0.2665,582120142,false,true,false,"","bulk_1.0.0",0,909212704215010000
"ztf",58653.275300899986,"899275304215010014",1,899275304215,19.679127,-1,899,0.1975849,18.21233,16.244137,"",18.1409,"",0.10534159,100,0.017191852,0.099,"",228.9326315,19.2579036,0.94857144,"t17_f5_c3",0.9943459,18.1178,0.1227,582120142,false,true,false,"","bulk_1.0.0",0,909212704215010000
"ztf",58657.211458299775,"903211454215015020",1,903211454215,20.710588,1,903,0.29960123,16.985022,15.688248,"",17.044,"",0.047717284,0.0099778045,0.014453267,0.0188,"",228.93273,19.2577975,0.82714283,"t17_f5_c3",0.99999976,17.0222,0.0212,582120142,false,true,false,"","bulk_1.0.0",0,909212704215010000
"ztf",58663.21270829998,"909212704215010021",1,909212704215,20.766653,-1,909,0.31763902,18.304216,16.229853,"",18.1766,"",0.13155636,0.009085937,0.019470012,0.0469,"",228.9325938,19.2579095,0.6542857,"t17_f5_c3",0.9195091,18.1464,0.0541,582120142,false,true,false,"","bulk_1.0.0",0,930205754215010000
"ztf",58669.1842939998,"915184294215010016",2,915184294215,20.393873,-1,915,0.23412146,18.243654,16.15044,"",18.2464,"",0.103307374,100,0.01502609,0.0628,"",228.9326158,19.2579049,0.91714287,"t17_f5_c3",0.98003066,18.2688,0.0783,582120242,false,true,false,"","bulk_1.0.0",0,930205754215010000
"ztf",58672.182106500026,"918182104215015018",1,918182104215,20.448399,1,918,0.33846346,17.550602,15.830727,"",17.5838,"",0.0765933,0.01023337,0.015712336,0.0361,"",228.9327538,19.2578093,0.89285713,"t17_f5_c3",0.999997,17.5917,0.0439,582120142,false,true,false,"","bulk_1.0.0",0,930205754215010000
"ztf",58675.299918999895,"921299914215010010",1,921299914215,19.673613,-1,921,0.3611965,18.04209,16.274641,"",18.106,"",0.1311562,0.018469756,0.02575192,0.0983,"",228.932665,19.2579658,0.8685714,"t17_f5_c3",0.9299049,18.1848,0.1338,582120142,false,true,false,"","bulk_1.0.0",0,930205754215010000
